driverId,year,driverRef,forename,surname,driver_nationality,sessions_count,sessions_quali,sessions_rate,top5_finishes,top10_finishes,top10_rate,pole_count,pole_rate,front_row_count,front_row_rate,q2_appearances,q3_appearances,q3_rate,avg_quali_position,std_quali_position,consistency_index,performance_score
831,2015,nasr,Felipe,Nasr,Brazilian,232.0,232.0,1.0,174,210,0.9051724137931034,50,0.21551724137931033,85,0.36637931034482757,232.0,232.0,1.0,4.616379310344827,4.187861028503059,0.19275766920235848,0.8191810344827587
831,2016,nasr,Felipe,Nasr,Brazilian,19.0,19.0,1.0,0,2,0.10526315789473684,0,0.0,0,0.0,19.0,19.0,1.0,14.210526315789474,2.8205812646261585,0.26174027739149514,0.33947368421052626
832,2015,sainz,Carlos,Sainz,Spanish,40.0,40.0,1.0,0,2,0.05,0,0.0,0,0.0,40.0,40.0,1.0,16.85,3.5039263690893847,0.22202849648321016,0.20749999999999993
832,2016,sainz,Carlos,Sainz,Spanish,18.0,18.0,1.0,1,7,0.3888888888888889,0,0.0,0,0.0,18.0,18.0,1.0,11.38888888888889,3.268348017796158,0.23428267700540548,0.4805555555555555
832,2017,sainz,Carlos,Sainz,Spanish,39.0,39.0,1.0,1,16,0.41025641025641024,0,0.0,0,0.0,39.0,39.0,1.0,11.564102564102564,3.698890143971961,0.21281621177776722,0.4717948717948718
832,2018,sainz,Carlos,Sainz,Spanish,59.0,59.0,1.0,1,24,0.4067796610169492,0,0.0,0,0.0,59.0,59.0,1.0,11.525423728813559,3.3816851290413408,0.22822269755809402,0.47372881355932206
832,2019,sainz,Carlos,Sainz,Spanish,80.0,80.0,1.0,2,37,0.4625,0,0.0,0,0.0,80.0,80.0,1.0,11.2125,3.3417575839668543,0.23032147250523097,0.489375
832,2020,sainz,Carlos,Sainz,Spanish,101.0,101.0,1.0,2,51,0.504950495049505,0,0.0,0,0.0,101.0,101.0,1.0,11.01980198019802,3.559898201959278,0.21930314136625334,0.499009900990099
832,2021,sainz,Carlos,Sainz,Spanish,118.0,118.0,1.0,4,65,0.5508474576271186,0,0.0,0,0.0,118.0,118.0,1.0,10.627118644067796,3.6331725179580516,0.21583482940124224,0.5186440677966102
832,2022,sainz,Carlos,Sainz,Spanish,140.0,140.0,1.0,10,80,0.5714285714285714,0,0.0,1,0.007142857142857143,140.0,140.0,1.0,10.235714285714286,3.7694461781269557,0.20966794941225597,0.5382142857142858
832,2023,sainz,Carlos,Sainz,Spanish,162.0,162.0,1.0,29,102,0.6296296296296297,2,0.012345679012345678,7,0.043209876543209874,162.0,162.0,1.0,9.364197530864198,4.2320881412200775,0.1911282786162713,0.5817901234567902
832,2024,sainz,Carlos,Sainz,Spanish,184.0,184.0,1.0,44,121,0.657608695652174,4,0.021739130434782608,12,0.06521739130434782,184.0,184.0,1.0,8.88586956521739,4.364259026748069,0.18641903662997084,0.6057065217391304
832,2025,sainz,Carlos,Sainz,Spanish,207.0,207.0,1.0,58,142,0.6859903381642513,5,0.024154589371980676,15,0.07246376811594203,207.0,207.0,1.0,8.51207729468599,4.390217389643142,0.1855212745076697,0.6243961352657005
